,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_number
2533,ZZ22858,Arizona,No,Basic,Bachelor,2011-01-01,Employed,F,Rural,Married,Offer3,Branch,Luxury Car,Medsize,Personal,L3
2534,EZ75048,California,No,Extended,Doctor,2011-01-10,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2535,CN31328,Arizona,No,Basic,College,2011-01-06,Employed,F,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2536,ZP91150,Oregon,No,Premium,College,2011-02-13,Unemployed,M,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Corporate,L3
2537,LC77957,Oregon,No,Basic,Bachelor,2011-01-14,Employed,M,Rural,Married,Offer3,Branch,SUV,Small,Personal,L1
2538,PT34656,California,Yes,Basic,College,2011-02-24,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2539,MI99404,California,Yes,Basic,College,2011-01-10,Retired,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2540,AI58313,Nevada,No,Basic,College,2011-01-30,Employed,F,Suburban,Divorced,Offer2,Call Center,Sports Car,Medsize,Personal,L3
2541,VA60020,Nevada,No,Extended,High School or Below,2011-01-25,Employed,F,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Special,L1
2542,TW53467,California,No,Basic,Bachelor,2011-01-12,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Small,Personal,L1
2543,IC11062,Nevada,Yes,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal,L3
2544,OO11531,Nevada,No,Basic,Master,2011-01-23,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Large,Personal,L2
2545,JV80614,California,No,Basic,College,2011-01-29,Employed,M,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2546,IC70693,California,No,Basic,Bachelor,2011-01-23,Employed,F,Suburban,Married,Offer2,Web,Luxury Car,Medsize,Corporate,L3
2547,JY45326,Oregon,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Offer1,Call Center,Luxury SUV,Small,Personal,L2
2548,QW17940,California,No,Basic,High School or Below,2011-01-29,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
2549,AV25133,Oregon,No,Extended,College,2011-01-12,Unemployed,F,Suburban,Single,Offer3,Web,Two-Door Car,Small,Personal,L3
2550,QJ57215,Nevada,No,Extended,College,2011-01-25,Unemployed,F,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal,L2
2551,IG94072,Oregon,No,Extended,High School or Below,2011-01-01,Employed,F,Suburban,Married,Offer1,Branch,Sports Car,Large,Personal,L1
2552,WC28543,Arizona,No,Basic,Bachelor,2011-01-23,Disabled,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
2553,DH13219,Washington,No,Extended,Bachelor,2011-01-28,Employed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate,L3
2554,ET80689,California,No,Basic,College,2011-02-18,Employed,M,Urban,Married,Offer2,Branch,SUV,Medsize,Special,L3
2555,JD10245,California,No,Basic,High School or Below,2011-01-31,Employed,M,Suburban,Divorced,Offer1,Agent,SUV,Medsize,Personal,L3
2556,XO96556,Arizona,Yes,Basic,Master,2011-01-19,Employed,M,Suburban,Married,Offer3,Web,Two-Door Car,Small,Personal,L1
2557,UJ61336,Arizona,No,Basic,Bachelor,2011-02-09,Employed,F,Urban,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L3
2558,XS94482,Arizona,No,Basic,Master,2011-02-17,Unemployed,F,Urban,Single,Offer1,Web,Two-Door Car,Medsize,Personal,L2
2559,QX57337,Oregon,No,Basic,Doctor,2011-01-26,Employed,F,Rural,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
2560,CZ35936,California,No,Basic,High School or Below,2011-01-12,Employed,F,Urban,Single,Offer1,Agent,SUV,Medsize,Corporate,L2
2561,IM41800,Nevada,No,Basic,College,2011-02-02,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L3
2562,GI70742,Oregon,No,Basic,High School or Below,2011-01-15,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2563,HQ32112,Arizona,No,Extended,High School or Below,2011-01-01,Employed,M,Rural,Married,Offer4,Branch,SUV,Medsize,Personal,L2
2564,CC85895,Nevada,No,Basic,Bachelor,2011-01-12,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Personal,L1
2565,CF40646,California,No,Basic,College,2011-02-10,Employed,M,Suburban,Married,Offer1,Web,SUV,Small,Personal,L2
2566,RF39856,Nevada,No,Basic,Bachelor,2011-02-08,Employed,M,Rural,Married,Offer3,Branch,SUV,Medsize,Corporate,L1
2567,VT85216,Nevada,No,Basic,High School or Below,2011-01-26,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
2568,SW69117,Oregon,No,Extended,College,2011-02-10,Disabled,M,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Corporate,L3
2569,EI58852,Arizona,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
2570,FN61865,Nevada,No,Premium,Master,2011-02-06,Employed,F,Rural,Single,Offer4,Call Center,Two-Door Car,Medsize,Personal,L3
2571,LI11560,California,No,Basic,Bachelor,2011-02-05,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal,L3
2572,NY12562,Nevada,No,Basic,College,2011-01-05,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
2573,GE46404,Oregon,No,Basic,College,2011-01-17,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L3
2574,PP26786,Arizona,No,Basic,College,2011-01-10,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
2575,BE55425,Oregon,No,Extended,College,2011-01-31,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L3
2576,SH75038,California,No,Basic,Bachelor,2011-02-16,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
2577,LD22387,California,No,Extended,High School or Below,2011-01-16,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L3
2578,FF94034,California,No,Basic,Bachelor,2011-01-30,Employed,F,Rural,Divorced,Offer1,Branch,Sports Car,Medsize,Personal,L1
2579,YK16362,Arizona,No,Extended,Bachelor,2011-01-08,Employed,F,Rural,Married,Offer3,Branch,SUV,Medsize,Corporate,L1
2580,DN10177,California,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal,L1
2581,IV35546,Nevada,No,Basic,Master,2011-02-08,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate,L1
2582,SK12432,Arizona,No,Basic,Bachelor,2011-02-14,Unemployed,M,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L1
2583,DF71709,California,No,Premium,College,2011-01-19,Medical Leave,M,Suburban,Divorced,Offer2,Agent,Two-Door Car,Medsize,Corporate,L1
2584,UT61518,California,Yes,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2585,PU75847,Arizona,No,Basic,College,2011-01-31,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Personal,L3
2586,XA47378,California,No,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Married,Offer4,Branch,Two-Door Car,Small,Corporate,L2
2587,NE22677,California,No,Extended,College,2011-02-14,Unemployed,M,Suburban,Divorced,Offer1,Web,SUV,Small,Special,L2
2588,HV62406,Oregon,No,Basic,High School or Below,2011-01-13,Disabled,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2589,VS20668,Nevada,No,Basic,Bachelor,2011-01-16,Unemployed,F,Suburban,Single,Offer4,Branch,Four-Door Car,Medsize,Personal,L3
2590,YZ79232,Oregon,No,Basic,Master,2011-02-05,Unemployed,M,Urban,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2591,ND87457,Nevada,No,Extended,Bachelor,2011-02-03,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
2592,TY59231,California,Yes,Extended,Bachelor,2011-02-03,Employed,F,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal,L3
2593,DA54619,Oregon,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Large,Personal,L3
2594,OL27257,Nevada,No,Premium,College,2011-01-01,Medical Leave,F,Urban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal,L3
2595,TH86528,Washington,No,Extended,High School or Below,2011-02-25,Unemployed,F,Suburban,Single,Offer3,Call Center,Two-Door Car,Small,Personal,L1
2596,DS34823,Arizona,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L2
2597,HB24005,California,No,Basic,College,2011-02-02,Employed,M,Urban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L1
2598,ZV96574,California,No,Basic,High School or Below,2011-01-16,Unemployed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L3
2599,JC80093,Washington,No,Basic,Master,2011-01-07,Employed,M,Rural,Divorced,Offer4,Branch,Four-Door Car,Medsize,Personal,L3
2600,KN24990,Arizona,No,Basic,College,2011-01-14,Employed,M,Suburban,Married,Offer1,Web,Luxury Car,Small,Personal,L2
2601,RR39751,California,No,Extended,Bachelor,2011-01-18,Unemployed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
2602,BN80677,Oregon,No,Extended,Bachelor,2011-01-07,Employed,M,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Corporate,L3
2603,WL74893,Oregon,No,Basic,College,2011-02-24,Unemployed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Special,L3
2604,ZN59196,Oregon,No,Premium,Bachelor,2011-01-13,Medical Leave,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Personal,L1
2605,PF77449,Washington,No,Extended,High School or Below,2011-01-26,Employed,F,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal,L3
2606,HO38996,Oregon,No,Basic,High School or Below,2011-02-17,Unemployed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Special,L2
2607,YU86361,Washington,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Divorced,Offer2,Agent,Luxury SUV,Medsize,Personal,L1
2608,PJ13204,California,No,Extended,High School or Below,2011-01-25,Unemployed,F,Suburban,Married,Offer1,Call Center,Two-Door Car,Large,Corporate,L3
2609,SP63623,Oregon,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Large,Personal,L2
2610,DP33625,Arizona,Yes,Basic,College,2011-02-05,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Personal,L1
2611,BJ18904,Arizona,No,Basic,College,2011-02-22,Medical Leave,M,Suburban,Married,Offer1,Agent,SUV,Small,Personal,L3
2612,TR26615,Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,M,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,Corporate,L2
2613,ZD44648,Arizona,No,Extended,College,2011-02-12,Employed,M,Suburban,Single,Offer4,Web,SUV,Medsize,Personal,L3
2614,QW60568,California,No,Premium,College,2011-02-06,Employed,M,Rural,Married,Offer3,Call Center,Four-Door Car,Medsize,Corporate,L2
2615,XS78545,Oregon,No,Basic,College,2011-01-18,Employed,F,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L2
2616,EU19773,Arizona,No,Premium,High School or Below,2011-01-19,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
2617,ZL45417,California,No,Extended,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Offer3,Agent,Two-Door Car,Small,Personal,L3
2618,JS58659,Nevada,No,Basic,Bachelor,2011-01-13,Employed,M,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,Special,L1
2619,XK84089,California,Yes,Basic,Bachelor,2011-02-05,Employed,M,Urban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2620,LH91968,Oregon,Yes,Basic,Bachelor,2011-01-21,Employed,M,Rural,Married,Offer2,Agent,SUV,Medsize,Corporate,L3
2621,NX63627,Oregon,No,Extended,Doctor,2011-01-16,Medical Leave,M,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal,L1
2622,ND62955,Nevada,No,Basic,Bachelor,2011-01-05,Employed,M,Suburban,Married,Offer3,Agent,SUV,Medsize,Personal,L3
2623,YQ11786,Oregon,No,Basic,High School or Below,2011-02-03,Employed,M,Urban,Married,Offer4,Call Center,Luxury SUV,Medsize,Personal,L3
2624,TM13955,Washington,No,Extended,Master,2011-02-15,Unemployed,M,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
2625,IA91291,Arizona,No,Basic,College,2011-01-06,Employed,F,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,Corporate,L2
2626,RO89785,Oregon,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal,L3
2627,QW40898,Arizona,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L1
2628,ZD40816,Nevada,No,Basic,Bachelor,2011-01-22,Employed,M,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal,L3
2629,PD82395,Arizona,No,Premium,Bachelor,2011-01-21,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Special,L1
2630,NW23827,California,No,Basic,College,2011-01-05,Unemployed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2631,GG61186,Nevada,No,Premium,Doctor,2011-01-11,Unemployed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2632,TB31268,Arizona,No,Basic,College,2011-01-14,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2633,SX98462,Oregon,No,Basic,College,2011-02-28,Disabled,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L2
2634,OL82456,Oregon,Yes,Basic,Bachelor,2011-02-25,Disabled,M,Suburban,Married,Offer1,Branch,Sports Car,Large,Personal,L1
2635,DN14211,Oregon,No,Basic,College,2011-01-17,Medical Leave,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
2636,ZG12619,Washington,Yes,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L1
2637,VH31071,Arizona,No,Basic,College,2011-01-19,Disabled,F,Suburban,Married,Offer1,Call Center,SUV,Large,Personal,L3
2638,SP36555,Arizona,No,Extended,Bachelor,2011-01-20,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2639,ME83611,Nevada,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2640,PH85036,Washington,No,Basic,Bachelor,2011-02-10,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate,L2
2641,PE54870,Oregon,No,Basic,College,2011-02-26,Employed,M,Urban,Divorced,Offer1,Web,SUV,Medsize,Personal,L3
2642,DT52189,California,No,Extended,High School or Below,2011-01-10,Unemployed,F,Suburban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,Personal,L2
2643,XN48526,California,No,Basic,College,2011-02-04,Medical Leave,F,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
2644,KW52227,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L2
2645,JC98569,Oregon,No,Extended,College,2011-01-16,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
2646,BG48083,Nevada,No,Extended,Bachelor,2011-01-20,Employed,F,Suburban,Single,Offer1,Web,Two-Door Car,Medsize,Personal,L2
2647,PD19551,California,No,Basic,Bachelor,2011-02-11,Employed,F,Suburban,Divorced,Offer3,Call Center,Four-Door Car,Small,Personal,L2
2648,BJ13380,Oregon,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L2
2649,HY25004,Arizona,No,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
2650,WF50693,Oregon,No,Extended,High School or Below,2011-01-08,Disabled,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Corporate,L3
2651,MA45099,Oregon,No,Extended,Bachelor,2011-02-24,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L1
2652,ZC69696,Arizona,No,Basic,College,2011-02-16,Employed,F,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Personal,L3
2653,VO43359,California,No,Basic,High School or Below,2011-02-24,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2654,OM63954,California,No,Premium,Bachelor,2011-02-14,Employed,F,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,Personal,L1
2655,GV71044,Oregon,No,Basic,College,2011-02-28,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2656,TM79451,California,No,Basic,College,2011-01-06,Employed,F,Rural,Single,Offer1,Agent,Four-Door Car,Small,Personal,L1
2657,PA84292,Oregon,No,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2658,QX67584,Nevada,Yes,Basic,High School or Below,2011-01-02,Employed,F,Urban,Married,Offer2,Branch,SUV,Large,Personal,L3
2659,JK90180,Arizona,No,Basic,College,2011-01-06,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
2660,BH35482,Washington,No,Basic,Doctor,2011-01-20,Employed,M,Rural,Married,Offer3,Web,Two-Door Car,Medsize,Corporate,L3
2661,VU84949,Washington,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal,L2
2662,SF46129,California,No,Premium,High School or Below,2011-01-26,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Small,Personal,L2
2663,OH35544,Nevada,No,Extended,College,2011-01-21,Unemployed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Corporate,L2
2664,ZF82387,Oregon,No,Extended,High School or Below,2011-01-12,Employed,M,Urban,Divorced,Offer2,Branch,Two-Door Car,Large,Corporate,L3
2665,MD40054,Oregon,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Small,Personal,L2
2666,LE96510,Oregon,No,Basic,High School or Below,2011-01-30,Unemployed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Personal,L3
2667,MC11907,California,No,Basic,High School or Below,2011-02-20,Medical Leave,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
2668,DA57177,Oregon,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Personal,L2
2669,SU77646,Oregon,No,Basic,Master,2011-01-11,Employed,M,Rural,Divorced,Offer1,Branch,Four-Door Car,Large,Personal,L2
2670,YZ19736,Arizona,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L2
2671,JZ69749,Washington,No,Extended,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L2
2672,BJ22117,Washington,No,Basic,Master,2011-02-10,Employed,M,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
2673,UQ60825,California,No,Basic,College,2011-01-25,Employed,F,Urban,Married,Offer2,Call Center,SUV,Medsize,Corporate,L3
2674,ZZ89380,Oregon,No,Extended,Bachelor,2011-01-10,Employed,F,Rural,Married,Offer2,Call Center,Two-Door Car,Large,Special,L1
2675,LU87443,Oregon,No,Basic,College,2011-02-28,Employed,F,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
2676,DG33206,Washington,No,Premium,Doctor,2011-01-16,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2677,AB98823,Arizona,No,Extended,College,2011-02-04,Unemployed,M,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal,L3
2678,MS34991,Arizona,No,Extended,High School or Below,2011-01-14,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
2679,EE53627,Oregon,No,Basic,High School or Below,2011-02-28,Disabled,M,Urban,Single,Offer3,Call Center,Four-Door Car,Medsize,Personal,L2
2680,XY39691,Arizona,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Married,Offer1,Web,SUV,Medsize,Personal,L2
2681,ZU96776,California,No,Extended,Bachelor,2011-01-01,Unemployed,M,Suburban,Single,Offer1,Call Center,Two-Door Car,Large,Personal,L1
2682,FF84784,California,No,Basic,College,2011-02-10,Employed,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
2683,QT90140,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
2684,TO71844,Oregon,No,Basic,College,2011-02-26,Unemployed,M,Suburban,Single,Offer4,Branch,Four-Door Car,Large,Personal,L2
2685,HV69023,California,No,Basic,High School or Below,2011-01-05,Medical Leave,F,Suburban,Married,Offer2,Web,SUV,Large,Personal,L2
2686,RE32481,California,No,Basic,Master,2011-01-20,Employed,F,Urban,Married,Offer4,Call Center,Luxury Car,Medsize,Personal,L1
2687,CA79988,Oregon,No,Basic,College,2011-02-06,Employed,M,Rural,Single,Offer1,Call Center,Four-Door Car,Large,Personal,L1
2688,DO48071,California,No,Basic,College,2011-01-31,Employed,F,Rural,Married,Offer2,Web,Two-Door Car,Small,Personal,L3
2689,MW48891,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,Personal,L3
2690,JC37277,Oregon,No,Extended,College,2011-01-06,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
2691,YU80673,California,No,Basic,College,2011-02-07,Disabled,F,Rural,Married,Offer3,Agent,Four-Door Car,Large,Personal,L3
2692,BV69462,Oregon,No,Extended,Bachelor,2011-02-07,Unemployed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Corporate,L3
2693,DW86238,Washington,No,Extended,High School or Below,2011-01-30,Unemployed,M,Suburban,Single,Offer3,Web,Four-Door Car,Medsize,Personal,L1
2694,BQ51616,Oregon,No,Basic,High School or Below,2011-02-22,Employed,F,Rural,Married,Offer1,Call Center,Luxury SUV,Medsize,Personal,L1
2695,XX89213,Nevada,No,Extended,Master,2011-01-21,Employed,F,Rural,Married,Offer2,Branch,Luxury SUV,Medsize,Corporate,L2
2696,JC96695,California,No,Basic,Doctor,2011-01-10,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal,L2
2697,RN55306,Oregon,No,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2698,WH36609,Arizona,No,Extended,Bachelor,2011-01-05,Employed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,Personal,L3
2699,UO43395,Oregon,No,Basic,Master,2011-01-31,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L3
2700,DS32060,California,No,Extended,College,2011-02-24,Employed,M,Suburban,Married,Offer3,Web,Two-Door Car,Medsize,Personal,L2
2701,LK51056,Arizona,No,Basic,Bachelor,2011-01-12,Employed,M,Suburban,Married,Offer4,Branch,SUV,Medsize,Corporate,L3
2702,PX71218,Arizona,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Large,Personal,L3
2703,NS19456,Oregon,No,Basic,College,2011-01-07,Employed,F,Suburban,Married,Offer2,Branch,Sports Car,Large,Personal,L3
2704,MR60878,Oregon,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Offer2,Call Center,Four-Door Car,Small,Corporate,L3
2705,MB32944,Nevada,No,Basic,Master,2011-01-06,Employed,M,Suburban,Divorced,Offer4,Branch,Four-Door Car,Medsize,Personal,L1
2706,FE70473,Oregon,No,Basic,College,2011-01-29,Employed,F,Rural,Married,Offer4,Branch,Two-Door Car,Small,Personal,L3
2707,XB64251,Oregon,No,Basic,College,2011-01-27,Employed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Personal,L2
2708,WI38796,Oregon,No,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Offer4,Web,SUV,Medsize,Corporate,L3
2709,KS12294,California,No,Premium,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Offer1,Web,SUV,Medsize,Personal,L3
2710,US89453,California,No,Extended,College,2011-01-10,Unemployed,M,Suburban,Single,Offer1,Branch,SUV,Large,Personal,L3
2711,XK39439,California,No,Extended,College,2011-01-24,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2712,VJ71087,Arizona,No,Basic,Bachelor,2011-01-09,Disabled,M,Suburban,Divorced,Offer3,Branch,SUV,Medsize,Personal,L1
2713,FM54600,Washington,No,Premium,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Offer2,Branch,SUV,Medsize,Corporate,L2
2714,UV43859,Oregon,No,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Married,Offer2,Web,SUV,Medsize,Personal,L3
2715,JP28293,California,No,Extended,Doctor,2011-01-09,Employed,F,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate,L3
2716,UV48189,California,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Married,Offer3,Call Center,SUV,Medsize,Personal,L2
2717,ZA34848,Arizona,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Offer2,Agent,Two-Door Car,Medsize,Personal,L3
2718,FA57012,California,No,Basic,College,2011-02-17,Unemployed,M,Suburban,Single,Offer3,Branch,Luxury Car,Small,Special,L2
2719,GU82757,California,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,Corporate,L2
2720,KW12214,Oregon,No,Basic,High School or Below,2011-01-05,Employed,M,Suburban,Married,Offer2,Branch,SUV,Medsize,Personal,L3
2721,EG97649,Oregon,No,Basic,College,2011-01-31,Unemployed,F,Suburban,Divorced,Offer1,Branch,SUV,Small,Personal,L1
2722,YB42706,Nevada,No,Extended,College,2011-01-23,Unemployed,M,Suburban,Married,Offer3,Branch,Two-Door Car,Small,Corporate,L1
2723,WV74449,Washington,No,Basic,College,2011-02-12,Unemployed,F,Urban,Married,Offer3,Call Center,SUV,Medsize,Personal,L3
2724,AZ77669,Oregon,No,Basic,High School or Below,2011-02-01,Employed,M,Urban,Married,Offer1,Web,SUV,Medsize,Personal,L2
2725,FM25704,Oregon,No,Basic,Bachelor,2011-02-26,Employed,M,Urban,Married,Offer3,Agent,Two-Door Car,Large,Corporate,L3
